IREF_DC,Ganancia Magnitud,CMRR Magnitud,PSRR Magnitud,UGF,PM,Slew_Rate,DRout
2.00E-05,2673.006409,1176.250985,2930.893245,2506000,70.26,2.43,1.563
2.50E-05,9278.974901,29275.20871,8974.287945,3472000,69.45,3.44,1.537
2.00E-05,602.5595861,28379.19028,7879.524315,3860000,72.76,3.41,1.675
1.50E-05,10777.05254,11668.09617,18113.40093,1981000,69.73,2.14,1.583
2.50E-05,759.4514227,31622.7766,7807.284401,3287000,71.99,4.19,1.671
2.50E-05,294.4421634,9931.160484,4370.186791,2625000,69.54,3.68,1.661
2.00E-05,2697.739432,1176.250985,2954.608888,2486000,70.14,2.30,1.567
2.00E-05,331.1311215,25176.76928,463.4469197,3822000,71.41,3.24,1.683
2.50E-05,80.72350302,169.43378,79.34142568,1444000,72.78,2.51,1.345
1.50E-05,19975.60768,234422.8815,14672.36087,3273000,70.32,2.49,1.526
1.50E-05,514.0436516,24632.01838,4355.118737,3172000,70.62,2.62,1.681
1.50E-05,230.1441817,26.39368322,145.2111618,1938000,74.35,1.89,1.305
1.50E-05,465.5860935,19408.85878,3935.500755,2325000,69.42,2.72,1.679
1.00E-05,469.3534343,18879.91349,11117.31727,1900000,69.85,1.86,1.687
1.50E-05,219.5330949,65.2379041,250.8996179,1506000,69.42,1.26,1.439
2.50E-05,4031.809464,1513.561248,3471.362759,4091000,73.06,2.91,1.491
2.50E-05,355.6313186,16691.67807,1006.931669,4405000,73.19,3.91,1.695
1.00E-05,19054.60718,95499.2586,22855.98803,1556000,70.24,1.76,1.639
1.50E-05,12445.14612,398107.1706,31513.7438,2495000,68.53,2.57,1.608
2.00E-05,88.61352237,422.6686143,85.40828474,1302000,70.38,2.53,1.349
2.50E-05,641.2095766,31009.87389,3221.068791,3600000,71.99,4.15,1.675
1.00E-05,2170.201204,360.9940136,2600.159563,1608000,70.05,0.84,1.558
2.00E-05,338.4542719,12720.3775,7816.278046,3484000,73.08,3.23,1.709
2.00E-05,19656.21981,177827.941,14239.67247,3774000,72.74,3.26,1.578
2.50E-05,21478.30474,407380.2778,23960.7275,3584000,71.34,4.03,1.618
1.50E-05,17538.80502,44616.96246,5017.64579,2735000,70.24,2.62,1.539
1.50E-05,118.9871329,15.39926526,75.77047329,1383000,77.78,2.11,1.248
2.00E-05,328.8516309,25644.84037,456.5622502,3689000,71.13,3.29,1.686
1.50E-05,21037.7844,86000.30669,27164.39269,3049000,72.59,2.41,1.55
1.00E-05,22620.3854,223872.1139,27008.47108,1667000,69.41,1.77,1.628
2.00E-05,313.689513,21727.01179,440.0479478,3089000,70.49,3.33,1.679
2.50E-05,350.751874,45341.92978,322.8494122,4380000,71.49,3.94,1.663
1.50E-05,15977.17529,231739.465,14288.93959,2217000,69.74,2.67,1.606
1.50E-05,19297.45336,242661.0095,14996.84836,2668000,70.31,2.65,1.606
1.00E-05,14893.61078,12897.33558,16199.43994,1670000,69.8,1.26,1.589
2.50E-05,12632.81104,248313.3105,12161.86001,3058000,69.99,4.28,1.576
2.50E-05,321.7362533,11694.99391,4320.161676,3084000,70.79,3.70,1.678
1.00E-05,23933.15756,201836.6364,16180.80038,2681000,68.52,1.77,1.553
2.50E-05,152.2299133,90.05337628,166.1498678,1833000,69.22,2.25,1.454
1.00E-05,25941.79362,231739.465,32960.97122,2301000,69.36,1.69,1.6
1.50E-05,11587.77356,20701.41349,8443.062419,2476000,69.36,1.77,1.554
1.00E-05,3051.406029,564.2869413,3487.385841,1765000,70.2,0.83,1.528
2.00E-05,20630.03667,179887.0915,25061.09253,3722000,72.4,3.25,1.582
2.00E-05,10127.44749,102329.2992,10069.31669,2609000,69.38,2.90,1.552
2.50E-05,16982.43652,204173.7945,21777.09772,2771000,70.4,3.98,1.62
2.50E-05,19275.24913,1862087.137,19010.7828,3784000,70.35,4.20,1.6
2.50E-05,694.2246017,29957.11592,4050.419451,2796000,71.41,4.08,1.661
1.00E-05,13031.66778,46451.52752,1568.555898,2757000,67.18,1.50,1.506
1.00E-05,421.2112868,16943.378,21134.8904,2163000,71.06,1.81,1.702
2.50E-05,764.7156884,31952.14365,7664.785402,3304000,72.31,4.20,1.671
2.50E-05,332.2767852,43802.61112,310.4559588,3606000,70.94,4.02,1.665
2.50E-05,19408.85878,346736.8505,17823.78767,3623000,71.54,4.07,1.615
2.50E-05,160.8792378,136.7728826,171.1985177,2028000,67.86,2.97,1.41
2.50E-05,22490.54606,2113489.04,22310.02207,4594000,71.23,4.05,1.586
1.50E-05,19364.21964,100000,23388.37239,2329000,71.32,2.47,1.625
2.50E-05,164.247966,133.1987042,173.7800829,2068000,69.05,2.63,1.402
2.50E-05,13915.53795,323593.6569,12897.33558,3033000,69.59,4.25,1.58
2.50E-05,4497.798549,1463.861538,1472.312502,4209000,67.95,3.24,1.412
2.00E-05,18836.49089,724435.9601,20773.03726,2791000,69.27,3.40,1.61
2.00E-05,17906.05854,354813.3892,17885.45529,3264000,70.47,3.47,1.593
2.00E-05,9977.000638,82508.74855,10197.6476,2994000,69.13,2.75,1.545
2.50E-05,17988.70915,334965.4392,21652.09879,3074000,70.19,4.03,1.616
1.00E-05,23768.40287,116144.8614,28411.88185,2219000,70.84,1.68,1.568
1.50E-05,575.4399373,22855.98803,16481.62392,2325000,71.36,2.65,1.686
2.00E-05,18155.15663,1023292.992,18901.66231,3873000,70.51,3.39,1.552
2.50E-05,14655.47841,133352.1432,11708.46602,3328000,72.35,4.05,1.599
2.50E-05,4623.810214,97948.99854,10399.20166,2707000,69.91,3.76,1.586
2.00E-05,15541.75291,1047128.548,16538.64785,3886000,70.33,3.39,1.536
2.00E-05,10889.30093,112201.8454,473151.259,2808000,71.01,3.25,1.596
2.00E-05,4639.8079,1916.461063,5721.369547,3549000,71.21,2.62,1.482
2.00E-05,1784.431989,412.5722371,2225.871045,3392000,71.19,2.58,1.439
2.50E-05,12632.81104,358921.9346,10801.89621,3535000,69.58,4.24,1.573
2.00E-05,180.925591,582.1032178,184.0772001,1853000,70.13,1.63,1.405
1.00E-05,288.7353779,53.76504331,207.0141349,1603000,73.56,1.29,1.324
1.00E-05,9977.000638,59497.67568,2795.760728,2740000,68.47,1.68,1.484
2.50E-05,9738.677853,319889.511,7447.319739,4533000,70.45,4.05,1.515
1.50E-05,11803.20636,27957.60728,8072.350302,2154000,69.35,1.95,1.568
1.00E-05,21086.2815,167880.4018,29140.70135,1986000,69.68,1.82,1.617
2.00E-05,1213.38885,7533.555637,1235.947433,2287000,67.94,2.79,1.517
1.50E-05,19319.68317,251188.6432,21527.81735,2526000,69.75,2.61,1.6
2.50E-05,643.428065,32471.32422,3455.413296,3595000,71.85,4.21,1.675
1.00E-05,468.8133821,18814.81706,11155.78151,1899000,69.77,1.85,1.687
1.00E-05,13630.13006,8375.292821,16236.7835,1862000,69.88,1.19,1.561
2.00E-05,17782.7941,1428893.959,17458.22153,2631000,69.37,3.35,1.607
2.50E-05,349.945167,16962.89602,962.720013,4299000,72.33,3.74,1.687
2.50E-05,14354.89433,363078.0548,13772.09469,3601000,70.36,4.33,1.568
2.50E-05,15739.82864,208929.6131,11310.97389,2804000,70.72,3.99,1.616
1.00E-05,3051.406029,875.9917176,2707.073204,2177000,70.2,0.99,1.455
2.00E-05,20067.8109,524807.4602,21752.04034,3996000,70.83,3.33,1.549
1.00E-05,469.3534343,17926.68552,21404.24927,1751000,70.92,1.82,1.696
2.50E-05,306.5490679,12720.3775,249.4594727,2941000,70.06,4.11,1.642
2.50E-05,4092.606597,18155.15663,3994.845613,4366000,70.1,3.38,1.461
2.50E-05,9109.614523,85015.86932,9057.326009,3712000,70.14,3.42,1.532
1.50E-05,281.5140015,8090.958992,7438.750629,2126000,70.25,2.51,1.684
2.50E-05,7664.785402,221309.471,18749.94508,4139000,72.8,3.67,1.58
1.00E-05,22361.45199,158489.3192,30338.91184,2330000,69.57,1.74,1.561
2.50E-05,152.2299133,92.15098887,164.6265966,1851000,69.41,2.37,1.442
1.50E-05,608.1350013,31695.67463,3365.115694,3128000,70.3,2.71,1.67
2.00E-05,1823.895702,79.52432655,676.0829754,4337000,67.34,2.43,1.297
1.00E-05,295.1209227,102.3292992,264.2408757,1627000,72.44,1.17,1.316
1.50E-05,11130.12393,4671.969512,8749.837752,3065000,69.07,2.27,1.456
2.50E-05,12720.3775,295120.9227,10952.16555,3529000,69.59,4.22,1.573
1.50E-05,20844.90883,342767.7865,23334.58062,2182000,69.19,2.59,1.617
1.00E-05,2360.478233,322.4779319,1410.912236,2629000,67.47,1.59,1.326
1.00E-05,25497.64088,175792.3614,31988.9511,2227000,70.63,1.68,1.608
2.50E-05,4280.554196,16292.96033,4246.195639,4426000,70.83,3.21,1.463
2.50E-05,11776.05974,467735.1413,8933.054837,4786000,69.96,3.88,1.539
1.00E-05,4315.190768,760.3262769,4943.10687,2136000,70.3,1.25,1.435
1.00E-05,22620.3854,90364.94737,29888.21647,2197000,71.54,1.67,1.551
1.00E-05,22724.79635,218776.1624,27101.91632,2281000,69.91,1.74,1.571
1.50E-05,2215.644096,924.6981739,2349.632821,2990000,68.99,1.90,1.407
2.00E-05,1821.797073,4988.844875,1845.015419,2375000,69.6,2.28,1.544
2.00E-05,22568.35995,266072.506,26272.41526,3070000,71.14,3.29,1.626
1.50E-05,360.578643,169.8243652,387.2576449,2011000,69.02,1.34,1.423
1.00E-05,3467.368505,2312.06479,1923.091729,1982000,69.82,1.33,1.483
1.00E-05,286.7477376,58.41172071,338.0648362,1256000,69.31,0.71,1.442
1.00E-05,421.2112868,17762.33268,2648.500139,2231000,70.45,1.78,1.697
2.00E-05,13273.94458,1698243.652,14387.98578,2629000,68.93,3.41,1.6
1.00E-05,273.5268726,7970.764906,1719.887341,1817000,69.91,1.73,1.695
1.50E-05,2197.859873,930.0365148,2336.146102,3011000,69.02,1.95,1.406
2.00E-05,20606.29913,179887.0915,25032.25648,3725000,72.57,3.27,1.582
2.00E-05,20917.02907,194984.46,26884.37843,2818000,71.36,3.28,1.63
2.00E-05,18836.49089,724435.9601,20796.96687,2792000,69.21,3.39,1.61
2.00E-05,18923.43619,197242.2736,26001.59563,2833000,71.12,3.28,1.621
2.00E-05,10580.34916,66603.95213,10702.86383,3005000,69.5,2.68,1.546
1.00E-05,449.7798549,16050.92258,21702.01204,1551000,70.24,1.85,1.69
2.00E-05,8384.940786,3732.501578,4405.548635,3239000,69.35,3.17,1.454
1.00E-05,23469.29263,165958.6907,27352.68726,1674000,69.77,1.71,1.642
2.50E-05,331.8944576,41591.06105,309.0295433,3637000,71.07,4.11,1.666
2.50E-05,2027.68272,1433.837716,2165.209879,2827000,70.07,3.17,1.549
1.50E-05,607.4352629,32359.36569,3353.513045,3217000,69.44,2.59,1.657
1.00E-05,6538.8293,1355.189412,7861.401911,2058000,70.85,1.21,1.479
2.00E-05,4027.170343,3715352.291,4544.645372,2942000,68.47,3.25,1.568
1.00E-05,19164.61063,59566.21435,7682.454557,2293000,71.22,1.81,1.53
1.00E-05,489.7788194,20370.42078,22724.79635,2104000,71.79,1.80,1.701
2.50E-05,152.5808395,92.57633851,166.341265,1837000,69.36,2.26,1.448
2.00E-05,23713.73706,221309.471,30199.5172,3614000,73.02,3.23,1.617
2.50E-05,7682.454557,431519.0768,36307.80548,3034000,69.54,3.88,1.606
1.00E-05,22646.44308,113501.0816,25852.3484,2115000,71.58,1.66,1.586
2.00E-05,1669.167807,635.3309319,2320.064186,2161000,69.46,2.61,1.556
1.00E-05,421.6965034,17458.22153,13152.24832,2245000,70.1,1.82,1.697
2.50E-05,15381.5464,216271.8524,18259.96749,3093000,70.63,4.12,1.604
2.50E-05,18836.49089,110917.4815,21953.30949,4599000,73.98,3.78,1.542
2.00E-05,3435.579479,60255958.61,3868.120546,2521000,67.8,3.20,1.596
1.50E-05,541.3772479,23823.19469,2691.534804,2197000,69.89,2.69,1.665
1.50E-05,10952.16555,2220.751683,178.0327909,2510000,70.56,2.31,1.473
1.00E-05,21134.8904,194984.46,14689.26278,2085000,70.53,1.81,1.587
2.00E-05,623.0171474,22803.42072,10752.266,2440000,70.76,3.45,1.669
2.00E-05,5922.430869,1083926.914,6523.79041,3893000,69.29,3.07,1.546
1.00E-05,21702.01204,160324.5391,17218.68575,2672000,68.77,1.79,1.522
2.50E-05,299.5711592,7396.052751,237.6840287,2879000,69.3,3.89,1.638
1.00E-05,3999.447498,897.4287945,4836.152643,1478000,69.8,1.02,1.589
2.50E-05,9571.940713,9440.608763,10069.31669,3515000,71.16,3.20,1.559
1.50E-05,23361.46102,416869.3835,21852.4432,3287000,69.86,2.51,1.575
1.00E-05,13335.21432,13137.11495,12445.14612,2308000,69.64,1.32,1.48
1.00E-05,7629.568912,134896.2883,3165.920463,2296000,68.78,1.84,1.554
2.00E-05,4886.523593,495.4501908,3206.269325,4294000,67.67,2.95,1.374
2.00E-05,598.4115951,28022.05622,6456.54229,3757000,73.05,3.45,1.682
2.50E-05,332.2767852,14076.67228,946.2371614,3447000,71.38,4.00,1.685
1.50E-05,20844.90883,179887.0915,46344.69197,2891000,72.07,2.49,1.61
1.00E-05,6894.455932,1572.171792,7915.894546,2101000,70.4,1.20,1.464
1.00E-05,23933.15756,231739.465,16236.7835,2679000,68.45,1.76,1.554
2.50E-05,699.0367368,26091.55723,7006.481829,2798000,71.09,4.16,1.661
2.00E-05,10889.30093,92896.63868,11015.3931,2583000,69.2,2.81,1.557
